round,year,quarter,forecaster,target,point
2006Q4,2006,4,33,2007Sep,2.3
2006Q4,2006,4,35,2007Sep,2.1
2006Q4,2006,4,36,2007Sep,2.2
2006Q4,2006,4,37,2007Sep,2.0
2006Q4,2006,4,38,2007Sep,2.0
2006Q4,2006,4,39,2007Sep,2.5
2006Q4,2006,4,40,2007Sep,
2006Q4,2006,4,41,2007Sep,2.1
2006Q4,2006,4,45,2007Sep,
2006Q4,2006,4,47,2007Sep,2.4
2006Q4,2006,4,48,2007Sep,2.2
2006Q4,2006,4,52,2007Sep,1.9
2006Q4,2006,4,54,2007Sep,1.9
2006Q4,2006,4,56,2007Sep,2.1
2006Q4,2006,4,57,2007Sep,
2006Q4,2006,4,58,2007Sep,
2006Q4,2006,4,59,2007Sep,2.1
2006Q4,2006,4,60,2007Sep,2.2
2006Q4,2006,4,61,2007Sep,1.7
2006Q4,2006,4,63,2007Sep,1.8
2006Q4,2006,4,67,2007Sep,
2006Q4,2006,4,68,2007Sep,
2006Q4,2006,4,70,2007Sep,2.1
2006Q4,2006,4,72,2007Sep,2.2
2006Q4,2006,4,73,2007Sep,
2006Q4,2006,4,76,2007Sep,2.2
2006Q4,2006,4,80,2007Sep,
2006Q4,2006,4,82,2007Sep,2.1
2006Q4,2006,4,84,2007Sep,2.1
2006Q4,2006,4,85,2007Sep,2.1
2006Q4,2006,4,88,2007Sep,2.0
2006Q4,2006,4,89,2007Sep,2.2
2006Q4,2006,4,91,2007Sep,2.0
2006Q4,2006,4,92,2007Sep,1.9
2006Q4,2006,4,93,2007Sep,2.2
2006Q4,2006,4,94,2007Sep,2.3
2006Q4,2006,4,95,2007Sep,2.2
2006Q4,2006,4,96,2007Sep,2.2
2006Q4,2006,4,97,2007Sep,2.2
2006Q4,2006,4,98,2007Sep,2.1
2006Q4,2006,4,99,2007Sep,2.0
2006Q4,2006,4,100,2007Sep,2.3
2007Q1,2007,1,1,2007Dec,2.0
2007Q1,2007,1,2,2007Dec,1.9
2007Q1,2007,1,3,2007Dec,2.0
2007Q1,2007,1,4,2007Dec,1.9
2007Q1,2007,1,5,2007Dec,2.0
2007Q1,2007,1,7,2007Dec,1.5
2007Q1,2007,1,10,2007Dec,2.1
2007Q1,2007,1,11,2007Dec,1.9
2007Q1,2007,1,14,2007Dec,
2007Q1,2007,1,15,2007Dec,1.8
2007Q1,2007,1,16,2007Dec,1.9
2007Q1,2007,1,18,2007Dec,2.0
2007Q1,2007,1,19,2007Dec,1.8
2007Q1,2007,1,20,2007Dec,1.8
2007Q1,2007,1,22,2007Dec,1.9
2007Q1,2007,1,23,2007Dec,1.9
2007Q1,2007,1,24,2007Dec,2.03279259973932
2007Q1,2007,1,26,2007Dec,2.0
2007Q1,2007,1,28,2007Dec,1.9
2007Q1,2007,1,30,2007Dec,2.1
2007Q1,2007,1,31,2007Dec,2.2
2007Q1,2007,1,32,2007Dec,1.9
2007Q1,2007,1,33,2007Dec,2.0
2007Q1,2007,1,35,2007Dec,2.1
2007Q1,2007,1,36,2007Dec,2.3
2007Q1,2007,1,37,2007Dec,2.0
2007Q1,2007,1,38,2007Dec,2.2
2007Q1,2007,1,39,2007Dec,2.6
2007Q1,2007,1,40,2007Dec,
2007Q1,2007,1,41,2007Dec,
2007Q1,2007,1,42,2007Dec,2.0
2007Q1,2007,1,45,2007Dec,
2007Q1,2007,1,47,2007Dec,2.2
2007Q1,2007,1,48,2007Dec,2.0
2007Q1,2007,1,52,2007Dec,2.2
2007Q1,2007,1,54,2007Dec,2.0
2007Q1,2007,1,56,2007Dec,2.2
2007Q1,2007,1,57,2007Dec,
2007Q1,2007,1,58,2007Dec,
2007Q1,2007,1,59,2007Dec,2.1
2007Q1,2007,1,60,2007Dec,2.3
2007Q1,2007,1,61,2007Dec,2.3
2007Q1,2007,1,63,2007Dec,1.9
2007Q1,2007,1,67,2007Dec,2.0
2007Q1,2007,1,68,2007Dec,
2007Q1,2007,1,70,2007Dec,1.9
2007Q1,2007,1,72,2007Dec,2.1
2007Q1,2007,1,73,2007Dec,
2007Q1,2007,1,76,2007Dec,2.15406467928749
2007Q1,2007,1,82,2007Dec,2.0
2007Q1,2007,1,84,2007Dec,2.1
2007Q1,2007,1,85,2007Dec,1.9
2007Q1,2007,1,88,2007Dec,2.4
2007Q1,2007,1,89,2007Dec,1.9
2007Q1,2007,1,90,2007Dec,2.2
2007Q1,2007,1,91,2007Dec,1.9
2007Q1,2007,1,92,2007Dec,1.9
2007Q1,2007,1,93,2007Dec,2.2
2007Q1,2007,1,94,2007Dec,2.4
2007Q1,2007,1,95,2007Dec,2.1
2007Q1,2007,1,97,2007Dec,1.8
2007Q1,2007,1,98,2007Dec,2.3
2007Q1,2007,1,99,2007Dec,1.9
2007Q1,2007,1,100,2007Dec,2.3
2007Q2,2007,2,1,2008Mar,2.0
2007Q2,2007,2,2,2008Mar,1.9
2007Q2,2007,2,3,2008Mar,1.9
2007Q2,2007,2,4,2008Mar,2.4
2007Q2,2007,2,5,2008Mar,1.8
2007Q2,2007,2,7,2008Mar,2.1
2007Q2,2007,2,8,2008Mar,2.0
2007Q2,2007,2,10,2008Mar,2.2
2007Q2,2007,2,11,2008Mar,1.8
2007Q2,2007,2,14,2008Mar,
2007Q2,2007,2,15,2008Mar,1.8
2007Q2,2007,2,16,2008Mar,1.9
2007Q2,2007,2,19,2008Mar,1.8
2007Q2,2007,2,20,2008Mar,2.0
2007Q2,2007,2,22,2008Mar,1.7
2007Q2,2007,2,23,2008Mar,1.6
2007Q2,2007,2,24,2008Mar,1.7
2007Q2,2007,2,26,2008Mar,1.8
2007Q2,2007,2,29,2008Mar,
2007Q2,2007,2,30,2008Mar,2.2
2007Q2,2007,2,31,2008Mar,2.1
2007Q2,2007,2,32,2008Mar,
2007Q2,2007,2,33,2008Mar,2.1
2007Q2,2007,2,36,2008Mar,2.3
2007Q2,2007,2,37,2008Mar,2.1
2007Q2,2007,2,38,2008Mar,1.8
2007Q2,2007,2,39,2008Mar,2.1
2007Q2,2007,2,40,2008Mar,
2007Q2,2007,2,41,2008Mar,1.8
2007Q2,2007,2,42,2008Mar,1.9
2007Q2,2007,2,45,2008Mar,
2007Q2,2007,2,47,2008Mar,2.06
2007Q2,2007,2,48,2008Mar,1.9
2007Q2,2007,2,52,2008Mar,2.1
2007Q2,2007,2,54,2008Mar,2.3
2007Q2,2007,2,56,2008Mar,2.0
2007Q2,2007,2,57,2008Mar,
2007Q2,2007,2,58,2008Mar,
2007Q2,2007,2,59,2008Mar,2.1
2007Q2,2007,2,60,2008Mar,1.7
2007Q2,2007,2,61,2008Mar,2.4
2007Q2,2007,2,62,2008Mar,1.9
2007Q2,2007,2,67,2008Mar,2.0
2007Q2,2007,2,68,2008Mar,
2007Q2,2007,2,70,2008Mar,2.0
2007Q2,2007,2,72,2008Mar,2.0
2007Q2,2007,2,73,2008Mar,
2007Q2,2007,2,76,2008Mar,2.0
2007Q2,2007,2,80,2008Mar,2.2
2007Q2,2007,2,82,2008Mar,1.7
2007Q2,2007,2,84,2008Mar,1.9
2007Q2,2007,2,85,2008Mar,1.8
2007Q2,2007,2,88,2008Mar,1.9
2007Q2,2007,2,90,2008Mar,1.6
2007Q2,2007,2,92,2008Mar,2.2
2007Q2,2007,2,93,2008Mar,2.1
2007Q2,2007,2,94,2008Mar,2.1
2007Q2,2007,2,95,2008Mar,1.9
2007Q2,2007,2,96,2008Mar,2.1
2007Q2,2007,2,97,2008Mar,1.7
2007Q2,2007,2,98,2008Mar,2.1
2007Q2,2007,2,99,2008Mar,1.8
2007Q2,2007,2,100,2008Mar,2.2
2007Q3,2007,3,3,2008Jun,1.9
2007Q3,2007,3,4,2008Jun,2.3
2007Q3,2007,3,7,2008Jun,2.2
2007Q3,2007,3,8,2008Jun,2.0
2007Q3,2007,3,9,2008Jun,1.6
2007Q3,2007,3,10,2008Jun,2.0
2007Q3,2007,3,11,2008Jun,1.9
2007Q3,2007,3,14,2008Jun,
2007Q3,2007,3,15,2008Jun,1.8
2007Q3,2007,3,16,2008Jun,2.4
2007Q3,2007,3,18,2008Jun,1.9
2007Q3,2007,3,19,2008Jun,1.8
2007Q3,2007,3,20,2008Jun,2.2
2007Q3,2007,3,22,2008Jun,1.9
2007Q3,2007,3,23,2008Jun,1.5
2007Q3,2007,3,24,2008Jun,1.8
2007Q3,2007,3,26,2008Jun,1.8
2007Q3,2007,3,29,2008Jun,
2007Q3,2007,3,30,2008Jun,2.0
2007Q3,2007,3,32,2008Jun,
2007Q3,2007,3,35,2008Jun,2.0
2007Q3,2007,3,36,2008Jun,2.0
2007Q3,2007,3,37,2008Jun,2.0
2007Q3,2007,3,38,2008Jun,1.9
2007Q3,2007,3,41,2008Jun,1.9
2007Q3,2007,3,42,2008Jun,1.8
2007Q3,2007,3,45,2008Jun,
2007Q3,2007,3,47,2008Jun,1.9
2007Q3,2007,3,48,2008Jun,2.1
2007Q3,2007,3,52,2008Jun,1.9
2007Q3,2007,3,54,2008Jun,2.1
2007Q3,2007,3,56,2008Jun,1.9
2007Q3,2007,3,57,2008Jun,
2007Q3,2007,3,59,2008Jun,1.96
2007Q3,2007,3,60,2008Jun,2.0
2007Q3,2007,3,61,2008Jun,2.0
2007Q3,2007,3,65,2008Jun,2.0
2007Q3,2007,3,76,2008Jun,2.30566269531547
2007Q3,2007,3,82,2008Jun,1.8
2007Q3,2007,3,84,2008Jun,1.9
2007Q3,2007,3,85,2008Jun,1.9
2007Q3,2007,3,88,2008Jun,2.0
2007Q3,2007,3,89,2008Jun,2.2
2007Q3,2007,3,90,2008Jun,1.7
2007Q3,2007,3,91,2008Jun,2.0
2007Q3,2007,3,92,2008Jun,1.9
2007Q3,2007,3,93,2008Jun,2.0
2007Q3,2007,3,94,2008Jun,2.1
2007Q3,2007,3,95,2008Jun,2.0
2007Q3,2007,3,96,2008Jun,2.0
2007Q3,2007,3,97,2008Jun,1.9
2007Q3,2007,3,98,2008Jun,1.8
2007Q3,2007,3,99,2008Jun,2.0
2007Q3,2007,3,100,2008Jun,2.0
2007Q4,2007,4,1,2008Sep,2.0
2007Q4,2007,4,2,2008Sep,1.9
2007Q4,2007,4,3,2008Sep,2.0
2007Q4,2007,4,4,2008Sep,2.1
2007Q4,2007,4,5,2008Sep,2.2
2007Q4,2007,4,7,2008Sep,1.9
2007Q4,2007,4,8,2008Sep,2.2
2007Q4,2007,4,9,2008Sep,1.9
2007Q4,2007,4,10,2008Sep,2.1
2007Q4,2007,4,11,2008Sep,1.9
2007Q4,2007,4,14,2008Sep,
2007Q4,2007,4,15,2008Sep,1.9
2007Q4,2007,4,16,2008Sep,2.1
2007Q4,2007,4,19,2008Sep,1.8
2007Q4,2007,4,20,2008Sep,2.1
2007Q4,2007,4,22,2008Sep,1.8
2007Q4,2007,4,23,2008Sep,1.8
2007Q4,2007,4,24,2008Sep,1.8
2007Q4,2007,4,26,2008Sep,1.7
2007Q4,2007,4,28,2008Sep,1.8
2007Q4,2007,4,29,2008Sep,2.1
2007Q4,2007,4,31,2008Sep,2.0
2007Q4,2007,4,32,2008Sep,1.9
2007Q4,2007,4,35,2008Sep,2.0
2007Q4,2007,4,37,2008Sep,2.2
2007Q4,2007,4,38,2008Sep,2.2
2007Q4,2007,4,39,2008Sep,2.2
2007Q4,2007,4,40,2008Sep,
2007Q4,2007,4,41,2008Sep,1.9
2007Q4,2007,4,42,2008Sep,1.9
2007Q4,2007,4,47,2008Sep,1.9
2007Q4,2007,4,48,2008Sep,1.6
2007Q4,2007,4,52,2008Sep,1.8
2007Q4,2007,4,54,2008Sep,2.1
2007Q4,2007,4,57,2008Sep,
2007Q4,2007,4,59,2008Sep,2.3
2007Q4,2007,4,60,2008Sep,2.2
2007Q4,2007,4,61,2008Sep,1.9
2007Q4,2007,4,63,2008Sep,1.8
2007Q4,2007,4,67,2008Sep,2.0
2007Q4,2007,4,68,2008Sep,
2007Q4,2007,4,73,2008Sep,
2007Q4,2007,4,76,2008Sep,
2007Q4,2007,4,80,2008Sep,2.2
2007Q4,2007,4,82,2008Sep,2.0
2007Q4,2007,4,84,2008Sep,1.8
2007Q4,2007,4,85,2008Sep,
2007Q4,2007,4,89,2008Sep,2.2
2007Q4,2007,4,90,2008Sep,1.9
2007Q4,2007,4,92,2008Sep,1.9
2007Q4,2007,4,93,2008Sep,2.0
2007Q4,2007,4,94,2008Sep,2.1
2007Q4,2007,4,95,2008Sep,1.9
2007Q4,2007,4,96,2008Sep,2.0
2007Q4,2007,4,97,2008Sep,1.8
2007Q4,2007,4,98,2008Sep,2.1
2007Q4,2007,4,99,2008Sep,1.9
2008Q1,2008,1,1,2008Dec,2.2
2008Q1,2008,1,2,2008Dec,2.1
2008Q1,2008,1,4,2008Dec,2.0
2008Q1,2008,1,5,2008Dec,2.4
2008Q1,2008,1,7,2008Dec,2.0
2008Q1,2008,1,14,2008Dec,1.9
2008Q1,2008,1,15,2008Dec,1.75
2008Q1,2008,1,16,2008Dec,2.2
2008Q1,2008,1,20,2008Dec,1.8
2008Q1,2008,1,22,2008Dec,1.8
2008Q1,2008,1,23,2008Dec,1.8
2008Q1,2008,1,26,2008Dec,1.7
2008Q1,2008,1,28,2008Dec,2.1
2008Q1,2008,1,29,2008Dec,1.9
2008Q1,2008,1,30,2008Dec,1.8
2008Q1,2008,1,31,2008Dec,2.0
2008Q1,2008,1,32,2008Dec,2.4
2008Q1,2008,1,33,2008Dec,2.5
2008Q1,2008,1,35,2008Dec,
2008Q1,2008,1,36,2008Dec,2.3
2008Q1,2008,1,38,2008Dec,2.5
2008Q1,2008,1,39,2008Dec,2.3
2008Q1,2008,1,41,2008Dec,2.0
2008Q1,2008,1,42,2008Dec,2.3
2008Q1,2008,1,45,2008Dec,
2008Q1,2008,1,47,2008Dec,1.7
2008Q1,2008,1,48,2008Dec,2.5
2008Q1,2008,1,52,2008Dec,1.5
2008Q1,2008,1,54,2008Dec,2.1
2008Q1,2008,1,56,2008Dec,1.7
2008Q1,2008,1,57,2008Dec,
2008Q1,2008,1,58,2008Dec,
2008Q1,2008,1,59,2008Dec,1.8
2008Q1,2008,1,60,2008Dec,2.0
2008Q1,2008,1,61,2008Dec,2.0
2008Q1,2008,1,63,2008Dec,2.0
2008Q1,2008,1,67,2008Dec,2.0
2008Q1,2008,1,70,2008Dec,1.9
2008Q1,2008,1,72,2008Dec,2.2
2008Q1,2008,1,73,2008Dec,
2008Q1,2008,1,76,2008Dec,1.02575466669503
2008Q1,2008,1,82,2008Dec,1.7
2008Q1,2008,1,84,2008Dec,2.0
2008Q1,2008,1,88,2008Dec,1.8
2008Q1,2008,1,89,2008Dec,2.0
2008Q1,2008,1,90,2008Dec,1.8
2008Q1,2008,1,93,2008Dec,1.9
2008Q1,2008,1,94,2008Dec,2.1
2008Q1,2008,1,95,2008Dec,2.0
2008Q1,2008,1,96,2008Dec,2.0
2008Q1,2008,1,97,2008Dec,1.9
2008Q1,2008,1,98,2008Dec,1.9
2008Q1,2008,1,99,2008Dec,2.1
2008Q1,2008,1,102,2008Dec,
2008Q2,2008,2,1,2009Mar,2.2
2008Q2,2008,2,2,2009Mar,2.1
2008Q2,2008,2,4,2009Mar,1.9
2008Q2,2008,2,7,2009Mar,2.1
2008Q2,2008,2,8,2009Mar,2.4
2008Q2,2008,2,10,2009Mar,1.9
2008Q2,2008,2,14,2009Mar,2.0
2008Q2,2008,2,15,2009Mar,2.2
2008Q2,2008,2,16,2009Mar,2.5
2008Q2,2008,2,22,2009Mar,1.8
2008Q2,2008,2,23,2009Mar,2.5
2008Q2,2008,2,24,2009Mar,2.4
2008Q2,2008,2,26,2009Mar,2.2
2008Q2,2008,2,28,2009Mar,2.3
2008Q2,2008,2,29,2009Mar,2.8
2008Q2,2008,2,30,2009Mar,2.1
2008Q2,2008,2,32,2009Mar,2.2
2008Q2,2008,2,33,2009Mar,3.0
2008Q2,2008,2,35,2009Mar,
2008Q2,2008,2,37,2009Mar,2.0
2008Q2,2008,2,38,2009Mar,2.6
2008Q2,2008,2,39,2009Mar,2.2
2008Q2,2008,2,41,2009Mar,2.5
2008Q2,2008,2,42,2009Mar,2.4
2008Q2,2008,2,45,2009Mar,
2008Q2,2008,2,47,2009Mar,1.9
2008Q2,2008,2,48,2009Mar,2.0
2008Q2,2008,2,52,2009Mar,2.1
2008Q2,2008,2,54,2009Mar,1.9
2008Q2,2008,2,57,2009Mar,
2008Q2,2008,2,59,2009Mar,1.8
2008Q2,2008,2,60,2009Mar,2.0
2008Q2,2008,2,61,2009Mar,2.0
2008Q2,2008,2,63,2009Mar,2.1
2008Q2,2008,2,67,2009Mar,2.5
2008Q2,2008,2,68,2009Mar,
2008Q2,2008,2,73,2009Mar,
2008Q2,2008,2,76,2009Mar,1.3
2008Q2,2008,2,82,2009Mar,2.0
2008Q2,2008,2,84,2009Mar,2.2
2008Q2,2008,2,88,2009Mar,2.1
2008Q2,2008,2,89,2009Mar,2.6
2008Q2,2008,2,90,2009Mar,1.5
2008Q2,2008,2,93,2009Mar,2.0
2008Q2,2008,2,94,2009Mar,1.7
2008Q2,2008,2,95,2009Mar,2.2
2008Q2,2008,2,96,2009Mar,2.3
2008Q2,2008,2,97,2009Mar,2.0
2008Q2,2008,2,99,2009Mar,2.2
2008Q2,2008,2,100,2009Mar,1.9
2008Q2,2008,2,101,2009Mar,1.8
2008Q2,2008,2,102,2009Mar,2.0
2008Q2,2008,2,103,2009Mar,1.6
2008Q2,2008,2,104,2009Mar,2.3
2008Q2,2008,2,105,2009Mar,1.8
2008Q2,2008,2,107,2009Mar,2.5
2008Q2,2008,2,108,2009Mar,2.4
2008Q3,2008,3,5,2009Jun,2.5
2008Q3,2008,3,7,2009Jun,2.6
2008Q3,2008,3,8,2009Jun,2.3
2008Q3,2008,3,10,2009Jun,2.3
2008Q3,2008,3,14,2009Jun,3.2
2008Q3,2008,3,15,2009Jun,2.4
2008Q3,2008,3,16,2009Jun,2.9
2008Q3,2008,3,19,2009Jun,2.7
2008Q3,2008,3,20,2009Jun,2.8
2008Q3,2008,3,23,2009Jun,2.4
2008Q3,2008,3,24,2009Jun,1.7
2008Q3,2008,3,26,2009Jun,2.3
2008Q3,2008,3,28,2009Jun,2.5
2008Q3,2008,3,29,2009Jun,3.1
2008Q3,2008,3,30,2009Jun,2.6
2008Q3,2008,3,31,2009Jun,2.2
2008Q3,2008,3,32,2009Jun,2.2
2008Q3,2008,3,33,2009Jun,2.9
2008Q3,2008,3,35,2009Jun,
2008Q3,2008,3,37,2009Jun,2.3
2008Q3,2008,3,38,2009Jun,2.3
2008Q3,2008,3,41,2009Jun,2.5
2008Q3,2008,3,42,2009Jun,2.4
2008Q3,2008,3,45,2009Jun,
2008Q3,2008,3,47,2009Jun,2.1
2008Q3,2008,3,48,2009Jun,2.8
2008Q3,2008,3,52,2009Jun,2.8
2008Q3,2008,3,54,2009Jun,2.8
2008Q3,2008,3,56,2009Jun,2.0
2008Q3,2008,3,57,2009Jun,
2008Q3,2008,3,58,2009Jun,
2008Q3,2008,3,59,2009Jun,1.54
2008Q3,2008,3,60,2009Jun,2.3
2008Q3,2008,3,61,2009Jun,2.0
2008Q3,2008,3,63,2009Jun,3.1
2008Q3,2008,3,70,2009Jun,2.2
2008Q3,2008,3,72,2009Jun,2.5
2008Q3,2008,3,73,2009Jun,
2008Q3,2008,3,76,2009Jun,1.7
2008Q3,2008,3,82,2009Jun,2.2
2008Q3,2008,3,84,2009Jun,2.5
2008Q3,2008,3,88,2009Jun,2.5
2008Q3,2008,3,89,2009Jun,2.5
2008Q3,2008,3,90,2009Jun,1.8
2008Q3,2008,3,93,2009Jun,2.4
2008Q3,2008,3,94,2009Jun,2.4
2008Q3,2008,3,95,2009Jun,2.2
2008Q3,2008,3,96,2009Jun,2.4
2008Q3,2008,3,97,2009Jun,2.4
2008Q3,2008,3,98,2009Jun,1.7
2008Q3,2008,3,100,2009Jun,2.1
2008Q3,2008,3,101,2009Jun,3.0
2008Q3,2008,3,102,2009Jun,2.4
2008Q3,2008,3,103,2009Jun,1.9
2008Q3,2008,3,104,2009Jun,3.0
2008Q3,2008,3,107,2009Jun,2.1
2008Q3,2008,3,108,2009Jun,2.4
2008Q4,2008,4,1,2009Sep,2.4
2008Q4,2008,4,2,2009Sep,
2008Q4,2008,4,3,2009Sep,
2008Q4,2008,4,4,2009Sep,1.5
2008Q4,2008,4,5,2009Sep,2.5
2008Q4,2008,4,7,2009Sep,2.0
2008Q4,2008,4,8,2009Sep,1.8
2008Q4,2008,4,10,2009Sep,2.2
2008Q4,2008,4,14,2009Sep,1.9
2008Q4,2008,4,15,2009Sep,2.3
2008Q4,2008,4,16,2009Sep,1.7
2008Q4,2008,4,19,2009Sep,2.2
2008Q4,2008,4,20,2009Sep,1.8
2008Q4,2008,4,22,2009Sep,1.8
2008Q4,2008,4,23,2009Sep,2.5
2008Q4,2008,4,24,2009Sep,1.8
2008Q4,2008,4,26,2009Sep,1.4
2008Q4,2008,4,29,2009Sep,2.3
2008Q4,2008,4,30,2009Sep,2.3
2008Q4,2008,4,31,2009Sep,2.0
2008Q4,2008,4,32,2009Sep,2.1
2008Q4,2008,4,36,2009Sep,2.6
2008Q4,2008,4,38,2009Sep,1.7
2008Q4,2008,4,39,2009Sep,1.8
2008Q4,2008,4,40,2009Sep,
2008Q4,2008,4,41,2009Sep,2.0
2008Q4,2008,4,42,2009Sep,1.8
2008Q4,2008,4,47,2009Sep,1.9
2008Q4,2008,4,48,2009Sep,2.1
2008Q4,2008,4,52,2009Sep,1.9
2008Q4,2008,4,54,2009Sep,2.4
2008Q4,2008,4,56,2009Sep,1.9
2008Q4,2008,4,57,2009Sep,
2008Q4,2008,4,58,2009Sep,2.1
2008Q4,2008,4,59,2009Sep,1.9
2008Q4,2008,4,60,2009Sep,2.2
2008Q4,2008,4,61,2009Sep,
2008Q4,2008,4,67,2009Sep,
2008Q4,2008,4,68,2009Sep,2.1
2008Q4,2008,4,70,2009Sep,2.2
2008Q4,2008,4,72,2009Sep,1.4
2008Q4,2008,4,73,2009Sep,
2008Q4,2008,4,82,2009Sep,2.3
2008Q4,2008,4,84,2009Sep,
2008Q4,2008,4,88,2009Sep,1.6
2008Q4,2008,4,89,2009Sep,2.0
2008Q4,2008,4,90,2009Sep,1.6
2008Q4,2008,4,93,2009Sep,2.4
2008Q4,2008,4,94,2009Sep,0.4
2008Q4,2008,4,95,2009Sep,2.0
2008Q4,2008,4,96,2009Sep,1.9
2008Q4,2008,4,98,2009Sep,1.7
2008Q4,2008,4,100,2009Sep,1.7
2008Q4,2008,4,101,2009Sep,1.5
2008Q4,2008,4,103,2009Sep,2.1
2008Q4,2008,4,104,2009Sep,2.1
2008Q4,2008,4,107,2009Sep,1.5
2008Q4,2008,4,108,2009Sep,1.9635
2009Q1,2009,1,1,2009Dec,1.3
2009Q1,2009,1,2,2009Dec,1.0
2009Q1,2009,1,3,2009Dec,1.0
2009Q1,2009,1,4,2009Dec,1.0
2009Q1,2009,1,5,2009Dec,0.8
2009Q1,2009,1,7,2009Dec,0.7
2009Q1,2009,1,8,2009Dec,1.6
2009Q1,2009,1,10,2009Dec,1.7
2009Q1,2009,1,11,2009Dec,1.125
2009Q1,2009,1,14,2009Dec,1.0
2009Q1,2009,1,15,2009Dec,1.5
2009Q1,2009,1,16,2009Dec,1.8
2009Q1,2009,1,18,2009Dec,0.0
2009Q1,2009,1,20,2009Dec,0.8
2009Q1,2009,1,22,2009Dec,1.6
2009Q1,2009,1,23,2009Dec,2.3
2009Q1,2009,1,24,2009Dec,1.1
2009Q1,2009,1,26,2009Dec,1.3
2009Q1,2009,1,28,2009Dec,1.3
2009Q1,2009,1,29,2009Dec,
2009Q1,2009,1,32,2009Dec,1.2
2009Q1,2009,1,33,2009Dec,1.8
2009Q1,2009,1,35,2009Dec,
2009Q1,2009,1,36,2009Dec,0.9
2009Q1,2009,1,37,2009Dec,0.3
2009Q1,2009,1,38,2009Dec,1.9
2009Q1,2009,1,39,2009Dec,1.9
2009Q1,2009,1,41,2009Dec,1.5
2009Q1,2009,1,42,2009Dec,1.5
2009Q1,2009,1,47,2009Dec,1.8
2009Q1,2009,1,48,2009Dec,1.6
2009Q1,2009,1,52,2009Dec,1.0
2009Q1,2009,1,56,2009Dec,1.7
2009Q1,2009,1,57,2009Dec,
2009Q1,2009,1,58,2009Dec,
2009Q1,2009,1,60,2009Dec,2.6
2009Q1,2009,1,61,2009Dec,
2009Q1,2009,1,65,2009Dec,0.6
2009Q1,2009,1,67,2009Dec,
2009Q1,2009,1,68,2009Dec,
2009Q1,2009,1,70,2009Dec,1.3
2009Q1,2009,1,72,2009Dec,0.7
2009Q1,2009,1,73,2009Dec,
2009Q1,2009,1,82,2009Dec,2.0
2009Q1,2009,1,84,2009Dec,
2009Q1,2009,1,85,2009Dec,1.4
2009Q1,2009,1,88,2009Dec,1.1
2009Q1,2009,1,89,2009Dec,2.2
2009Q1,2009,1,90,2009Dec,1.6
2009Q1,2009,1,91,2009Dec,1.1
2009Q1,2009,1,93,2009Dec,1.9
2009Q1,2009,1,94,2009Dec,0.7
2009Q1,2009,1,95,2009Dec,2.0
2009Q1,2009,1,96,2009Dec,2.2
2009Q1,2009,1,97,2009Dec,1.5
2009Q1,2009,1,98,2009Dec,0.8
2009Q1,2009,1,99,2009Dec,2.6
2009Q1,2009,1,100,2009Dec,1.5
2009Q1,2009,1,101,2009Dec,2.0
2009Q1,2009,1,103,2009Dec,1.9
2009Q1,2009,1,105,2009Dec,1.9
2009Q1,2009,1,107,2009Dec,2.1
2009Q1,2009,1,108,2009Dec,2.0
2009Q2,2009,2,1,2010Mar,1.3
2009Q2,2009,2,3,2010Mar,1.0
2009Q2,2009,2,4,2010Mar,0.8
2009Q2,2009,2,5,2010Mar,0.9
2009Q2,2009,2,7,2010Mar,1.1
2009Q2,2009,2,8,2010Mar,1.4
2009Q2,2009,2,10,2010Mar,0.8
2009Q2,2009,2,14,2010Mar,0.4
2009Q2,2009,2,15,2010Mar,1.2
2009Q2,2009,2,16,2010Mar,1.0
2009Q2,2009,2,19,2010Mar,0.4
2009Q2,2009,2,20,2010Mar,0.7
2009Q2,2009,2,22,2010Mar,1.4
2009Q2,2009,2,23,2010Mar,1.5
2009Q2,2009,2,24,2010Mar,1.5
2009Q2,2009,2,26,2010Mar,0.9
2009Q2,2009,2,29,2010Mar,0.7
2009Q2,2009,2,31,2010Mar,1.0
2009Q2,2009,2,32,2010Mar,-0.3
2009Q2,2009,2,33,2010Mar,2.0
2009Q2,2009,2,35,2010Mar,
2009Q2,2009,2,36,2010Mar,
2009Q2,2009,2,37,2010Mar,1.3
2009Q2,2009,2,38,2010Mar,1.3
2009Q2,2009,2,39,2010Mar,0.9
2009Q2,2009,2,41,2010Mar,1.0
2009Q2,2009,2,42,2010Mar,1.1
2009Q2,2009,2,47,2010Mar,1.3
2009Q2,2009,2,52,2010Mar,0.4
2009Q2,2009,2,54,2010Mar,1.8
2009Q2,2009,2,56,2010Mar,1.8
2009Q2,2009,2,57,2010Mar,
2009Q2,2009,2,58,2010Mar,
2009Q2,2009,2,60,2010Mar,1.8
2009Q2,2009,2,61,2010Mar,
2009Q2,2009,2,65,2010Mar,0.8
2009Q2,2009,2,70,2010Mar,1.1
2009Q2,2009,2,72,2010Mar,0.9
2009Q2,2009,2,82,2010Mar,1.3
2009Q2,2009,2,85,2010Mar,1.1
2009Q2,2009,2,88,2010Mar,1.3
2009Q2,2009,2,90,2010Mar,1.4
2009Q2,2009,2,93,2010Mar,1.8
2009Q2,2009,2,94,2010Mar,1.0
2009Q2,2009,2,95,2010Mar,1.4
2009Q2,2009,2,96,2010Mar,1.7
2009Q2,2009,2,98,2010Mar,1.0
